pred_valence,pred_arousal
-0.005060274200000017,-0.26304198250000005
0.323032148,0.32422526
0.25782930019999994,0.09310660849999997
-0.32594702360000005,-0.2545740325
-0.14137743840000003,-0.36371063950000004
-0.330025952,-0.21800529300000004
0.23936758640000005,0.1426384735
0.0029236839999998987,-0.008559517150000008
0.5591533,0.7772230370000001
0.07408457439999996,0.157083855
-0.23229361199999998,-0.10575862500000004
-0.295567024,-0.22135092200000003
-0.03405625199999997,0.30125852035000006
-0.22052005200000005,0.7952269375000001
-0.49398984999999995,0.16359831000000002
-0.0325315236,0.05478090224999995
0.010407731200000003,0.654133303
0.25414460800000005,1.074068485
-0.33212626,0.11781241650000003
-0.43425170399999996,0.45161584050000003
-0.40827784800000005,-0.15930067025
0.1703321464,0.680601724
-0.38085599200000003,-0.39064945600000006
0.2401180112,0.5171777725000001
0.33621726,0.3005541235
0.31683982599999994,0.4019630975
0.3724068892000001,0.534369546
0.21736030800000006,0.52630462
-0.405906592,-0.025226845500000074
-0.315839352,-0.262187815
0.10193457619999999,0.23485348649999993
-0.281751854,-0.09013937570000002
-0.501585736,-0.24918562500000008
-0.16126450600000003,0.736408838
-0.053589589999999854,0.5272784333000001
-0.471312416,-0.03564880775000001
-0.362846768,0.24009965849999998
-0.010069508000000033,0.382423863
-0.562809194,-0.456064185
-0.5507829479999999,-0.27745344200000005
-0.366379204,-0.0611002312
-0.5162935820000001,0.5138574104999999
-0.10852209799999994,0.46134939350000004
-0.5785187599999999,-0.21045675550000004
-0.19110422800000001,-0.20647173950000003
-0.39660248800000003,-0.3788624206
-0.173190754,-0.07966907150000006
-0.006595902000000042,-0.16353619649999998
-0.1281136880000001,-0.20228523135
0.483138832,1.094754798
-0.026169416400000003,-0.10965317000000004
0.6782825400000001,0.9237642405
-0.0650453700000001,-0.15648379050000003
-0.22867389200000005,-0.22025443750000004
0.01887363800000004,0.3730033
-0.09408273200000009,0.20469050700000002
0.12565770800000003,-0.41103672500000005
-0.313602248,0.03870531900000002
0.13631847600000002,0.9144280180000001
-0.144933592,0.28733434575
-0.43759061199999993,0.594829487
-0.26101140319999994,0.3947566075
-0.07164812379999999,0.6380554310000001
-0.28046654000000004,-0.40825199300000004
-0.19366712199999997,0.46547996900000005
-0.33645788000000004,-0.219210572
0.22521220400000005,0.5768471505000001
-0.64025556,1.1643171382000002
-0.442161308,1.181811425
-0.68131694,0.6999408540000001
-0.16120600000000007,1.2524906199999999
-0.37601108000000005,1.1863855920000002
-0.36257795000000004,0.7378848325
-0.537705336,0.5956326795
-0.44706534800000003,-0.17489239500000003
-0.209718392,-0.22145975399999998
-0.1803827000000001,-0.4843585765
0.16094266400000007,0.279061965
-0.04223299599999997,0.46477998225000006
-0.25316320200000003,-0.21808563649999999
-0.27995392,-0.1768835065
0.14904300216,0.23977179250000002
-0.12393713600000006,-0.14370369100000005
-0.56493319,-0.2363506963
-0.16952795600000006,-0.36177526020000006
-0.40378370799999996,-0.2030394995
-0.395115912,-0.20860329249999998
0.28664681999999975,0.25936597549999996
0.02468498200000001,-0.1485267077
0.13226429680000004,0.13899320650000002
-0.08177401699999998,0.19579108149999996
-0.13038971800000004,0.54508698
-0.28372798320000003,-0.19333827350000002
0.23094967600000002,0.4726683175
-0.347986312,-0.07847549300000006
-0.7269923279999999,0.24454124099999996
-0.3487707860000001,0.06640137220000002
0.25416219199999995,0.19030494849999996
0.0015036259999999246,0.6141120470000001
-0.274510147,0.17076638900000002
0.568208324,0.38240457399999994
-0.286737542,-0.266140245
-0.24778094000000003,-0.2966845115
0.20568597599999994,1.0850626315
-0.399651144,-0.06969201350000001
0.6376489240000001,0.62628342
0.7906469360000001,0.8046827500000001
0.621531748,0.5715631415
-0.04687700200000004,-0.13310128300000001
0.370252252,-0.03141528000000006
0.09054319539999997,0.6171230645
-0.16141072599999995,0.17455653900000004
-0.18541574000000002,-0.17192116999999998
-0.503308498,-0.3486555605
-0.17924344399999997,-0.12695178300000004
1.12562934,0.97137263
0.63830506,0.559773883
0.249962978,0.30704604455
0.031424292000000076,0.06852334199999999
0.13828272041599998,-0.06241769200000002
-0.195650496,-0.043439081000000025
-0.24582325200000002,-0.228358547
-0.31967541,-0.17677146900000001
-0.45343625600000004,0.619665283
-0.3342077432,-0.23167278575
-0.07123949899999998,-0.04693625299999999
0.5315187212,0.5912838106499999
-0.032355940000000014,-0.18070026990000002
-0.23957004000000004,-0.3320028460000001
-0.010332648000000083,0.13169176199999996
0.16761305200000007,0.746832338
